descricao,contacontabil,desc_contacontabil
recebimento 431 lince participacoes e empreendimentos ltda 11 valor 480.00 c,3001,lince participacoes e empreendimentos ltda
prestacao servicos conforme nf 453 lince participacoes e empreendimentos ltda valor 480.00 d,3001,lince participacoes e empreendimentos ltda
recebimento 441 lince participacoes e empreendimentos ltda 11 valor 480.00 c,3001,lince participacoes e empreendimentos ltda
prestacao servicos conforme nf 468 lince participacoes e empreendimentos ltda valor 480.00 d,3001,lince participacoes e empreendimentos ltda
recebimento 453 lince participacoes e empreendimentos ltda 11 valor 480.00 c,3001,lince participacoes e empreendimentos ltda
prestacao servicos conforme nf 484 lince participacoes e empreendimentos ltda valor 480.00 d,3001,lince participacoes e empreendimentos ltda
recebimento 468 lince participacoes e empreendimentos ltda 11 valor 480.00 c,3001,lince participacoes e empreendimentos ltda
prestacao servicos conforme nf 497 lince participacoes e empreendimentos ltda valor 480.00 d,3001,lince participacoes e empreendimentos ltda
recebimento 484 lince participacoes e empreendimentos ltda 11 valor 480.00 c,3001,lince participacoes e empreendimentos ltda
prestacao servicos conforme nf 512 lince participacoes e empreendimentos ltda valor 2260.00 d,3001,lince participacoes e empreendimentos ltda
recebimento 512 lince participacoes e empreendimentos ltda 11 valor 2260.00 c,3001,lince participacoes e empreendimentos ltda
prestacao servicos conforme nf 432 associacao scangels valor 580.00 d,5002,associacao scangels
recebimento 420 associacao scangels 11 valor 580.00 c,5002,associacao scangels
prestacao servicos conforme nf 442 associacao scangels valor 580.00 d,5002,associacao scangels
recebimento 442 associacao scangels 11 valor 580.00 c,5002,associacao scangels
prestacao servicos conforme nf 454 associacao scangels valor 580.00 d,5002,associacao scangels
recebimento 454 associacao scangels 11 valor 580.00 c,5002,associacao scangels
prestacao servicos conforme nf 469 associacao scangels valor 580.00 d,5002,associacao scangels
recebimento 469 associacao scangels 11 valor 580.00 c,5002,associacao scangels
prestacao servicos conforme nf 485 associacao scangels valor 580.00 d,5002,associacao scangels
recebimento 485 associacao scangels 11 valor 580.00 c,5002,associacao scangels
prestacao servicos conforme nf 498 associacao scangels valor 580.00 d,5002,associacao scangels
recebimento 498 associacao scangels 11 valor 580.00 c,5002,associacao scangels
prestacao servicos conforme nf 513 associacao scangels valor 580.00 d,5002,associacao scangels
recebimento 513 associacao scangels 11 valor 580.00 c,5002,associacao scangels
prestacao servicos conforme nf 433 jarise lange floriano ltda valor 650.00 d,5003,jarise lange floriano ltda
recebimento 421 jarise lange floriano ltda 11 valor 650.00 c,5003,jarise lange floriano ltda
prestacao servicos conforme nf 443 jarise lange floriano ltda valor 650.00 d,5003,jarise lange floriano ltda
recebimento 433 jarise lange floriano ltda 11 valor 650.00 c,5003,jarise lange floriano ltda
prestacao servicos conforme nf 455 jarise lange floriano ltda valor 650.00 d,5003,jarise lange floriano ltda
recebimento 443 jarise lange floriano ltda 11 valor 650.00 c,5003,jarise lange floriano ltda
prestacao servicos conforme nf 470 jarise lange floriano ltda valor 650.00 d,5003,jarise lange floriano ltda
recebimento 455 jarise lange floriano ltda 11 valor 650.00 c,5003,jarise lange floriano ltda
prestacao servicos conforme nf 486 jarise lange floriano ltda valor 650.00 d,5003,jarise lange floriano ltda
recebimento 470 jarise lange floriano ltda 11 valor 650.00 c,5003,jarise lange floriano ltda
prestacao servicos conforme nf 499 jarise lange floriano ltda valor 650.00 d,5003,jarise lange floriano ltda
recebimento 486 jarise lange floriano ltda 11 valor 650.00 c,5003,jarise lange floriano ltda
prestacao servicos conforme nf 514 jarise lange floriano ltda valor 650.00 d,5003,jarise lange floriano ltda
recebimento 499 jarise lange floriano ltda 11 valor 650.00 c,5003,jarise lange floriano ltda
prestacao servicos conforme nf 435 terraza empreendimentos ltda valor 760.00 d,5009,terraza empreendimentos ltda
recebimento 435 terraza empreendimentos ltda 11 valor 760.00 c,5009,terraza empreendimentos ltda
prestacao servicos conforme nf 445 terraza empreendimentos ltda valor 760.00 d,5009,terraza empreendimentos ltda
recebimento 423 terraza empreendimentos ltda 11 valor 760.00 c,5009,terraza empreendimentos ltda
prestacao servicos conforme nf 457 terraza empreendimentos ltda valor 760.00 d,5009,terraza empreendimentos ltda
recebimento 445 terraza empreendimentos ltda 11 valor 760.00 c,5009,terraza empreendimentos ltda
prestacao servicos conforme nf 472 terraza empreendimentos ltda valor 760.00 d,5009,terraza empreendimentos ltda
recebimento 457 terraza empreendimentos ltda 11 valor 760.00 c,5009,terraza empreendimentos ltda
prestacao servicos conforme nf 488 terraza empreendimentos ltda valor 760.00 d,5009,terraza empreendimentos ltda
recebimento 472 terraza empreendimentos ltda 11 valor 760.00 c,5009,terraza empreendimentos ltda
prestacao servicos conforme nf 501 terraza empreendimentos ltda valor 760.00 d,5009,terraza empreendimentos ltda
recebimento 488 terraza empreendimentos ltda 11 valor 760.00 c,5009,terraza empreendimentos ltda
prestacao servicos conforme nf 516 terraza empreendimentos ltda valor 760.00 d,5009,terraza empreendimentos ltda
recebimento 501 terraza empreendimentos ltda 11 valor 760.00 c,5009,terraza empreendimentos ltda
prestacao servicos conforme nf 434 terraza santa helena spe ltda valor 1140.00 d,5010,terraza santa helena spe ltda
recebimento 422 terraza santa helena spe ltda 11 valor 1140.00 c,5010,terraza santa helena spe ltda
prestacao servicos conforme nf 444 terraza santa helena spe ltda valor 1140.00 d,5010,terraza santa helena spe ltda
recebimento 434 terraza santa helena spe ltda 11 valor 1140.00 c,5010,terraza santa helena spe ltda
prestacao servicos conforme nf 456 terraza santa helena spe ltda valor 1140.00 d,5010,terraza santa helena spe ltda
recebimento 444 terraza santa helena spe ltda 11 valor 1140.00 c,5010,terraza santa helena spe ltda
prestacao servicos conforme nf 471 terraza santa helena spe ltda valor 1140.00 d,5010,terraza santa helena spe ltda
recebimento 456 terraza santa helena spe ltda 11 valor 1140.00 c,5010,terraza santa helena spe ltda
prestacao servicos conforme nf 487 terraza santa helena spe ltda valor 1140.00 d,5010,terraza santa helena spe ltda
recebimento 487 terraza santa helena spe ltda 11 valor 1140.00 c,5010,terraza santa helena spe ltda
prestacao servicos conforme nf 500 terraza santa helena spe ltda valor 1140.00 d,5010,terraza santa helena spe ltda
recebimento 471 terraza santa helena spe ltda 11 valor 1140.00 c,5010,terraza santa helena spe ltda
prestacao servicos conforme nf 515 terraza santa helena spe ltda valor 1140.00 d,5010,terraza santa helena spe ltda
recebimento 500 terraza santa helena spe ltda 11 valor 1140.00 c,5010,terraza santa helena spe ltda
prestacao servicos conforme nf 436 colinear contabilidade e financas ltda valor 390.00 d,5012,colinear contabilidade e financas ltda
recebimento 436 colinear contabilidade e financas ltda 11 valor 390.00 c,5012,colinear contabilidade e financas ltda
prestacao servicos conforme nf 446 colinear contabilidade e financas ltda valor 780.00 d,5012,colinear contabilidade e financas ltda
recebimento 446 colinear contabilidade e financas ltda 11 valor 780.00 c,5012,colinear contabilidade e financas ltda
prestacao servicos conforme nf 458 colinear contabilidade e financas ltda valor 780.00 d,5012,colinear contabilidade e financas ltda
recebimento 458 colinear contabilidade e financas ltda 11 valor 780.00 c,5012,colinear contabilidade e financas ltda
prestacao servicos conforme nf 473 colinear contabilidade e financas ltda valor 780.00 d,5012,colinear contabilidade e financas ltda
recebimento 473 colinear contabilidade e financas ltda 11 valor 780.00 c,5012,colinear contabilidade e financas ltda
prestacao servicos conforme nf 489 colinear contabilidade e financas ltda valor 780.00 d,5012,colinear contabilidade e financas ltda
recebimento 489 colinear contabilidade e financas ltda 11 valor 780.00 c,5012,colinear contabilidade e financas ltda
prestacao servicos conforme nf 502 colinear contabilidade e financas ltda valor 780.00 d,5012,colinear contabilidade e financas ltda
recebimento 502 colinear contabilidade e financas ltda 11 valor 780.00 c,5012,colinear contabilidade e financas ltda
prestacao servicos conforme nf 517 colinear contabilidade e financas ltda valor 780.00 d,5012,colinear contabilidade e financas ltda
recebimento 517 colinear contabilidade e financas ltda 11 valor 780.00 c,5012,colinear contabilidade e financas ltda
prestacao servicos conforme nf 482 beaver comunicacao ltda valor 835.00 d,5013,beaver comunicacao ltda
recebimento 482 beaver comunicacao ltda 11 valor 835.00 c,5013,beaver comunicacao ltda
prestacao servicos conforme nf 494 beaver comunicacao ltda valor 300.00 d,5013,beaver comunicacao ltda
prestacao servicos conforme nf 495 beaver comunicacao ltda valor 1260.00 d,5013,beaver comunicacao ltda
recebimento 495 beaver comunicacao ltda 11 valor 1260.00 c,5013,beaver comunicacao ltda
recebimento 494 beaver comunicacao ltda 11 valor 300.00 c,5013,beaver comunicacao ltda
prestacao servicos conforme nf 507 beaver comunicacao ltda valor 735.00 d,5013,beaver comunicacao ltda
recebimento 507 beaver comunicacao ltda 11 valor 735.00 c,5013,beaver comunicacao ltda
prestacao servicos conforme nf 465 amma comercial ltda valor 675.00 d,5014,amma comercial ltda
recebimento 465 amma comercial ltda 11 valor 675.00 c,5014,amma comercial ltda
prestacao servicos conforme nf 478 amma comercial ltda valor 815.00 d,5014,amma comercial ltda
recebimento 478 amma comercial ltda 11 valor 815.00 c,5014,amma comercial ltda
prestacao servicos conforme nf 509 amma comercial ltda valor 70.00 d,5014,amma comercial ltda
prestacao servicos conforme nf 437 aestra gestao e negocios ltda valor 340.00 d,5017,aestra gestao e negocios ltda
recebimento 437 aestra gestao e negocios ltda 11 valor 340.00 c,5017,aestra gestao e negocios ltda
prestacao servicos conforme nf 447 aestra gestao e negocios ltda valor 340.00 d,5017,aestra gestao e negocios ltda
recebimento 447 aestra gestao e negocios ltda 11 valor 340.00 c,5017,aestra gestao e negocios ltda
prestacao servicos conforme nf 459 aestra gestao e negocios ltda valor 340.00 d,5017,aestra gestao e negocios ltda
recebimento 459 aestra gestao e negocios ltda 11 valor 340.00 c,5017,aestra gestao e negocios ltda
prestacao servicos conforme nf 474 aestra gestao e negocios ltda valor 340.00 d,5017,aestra gestao e negocios ltda
recebimento 474 aestra gestao e negocios ltda 11 valor 340.00 c,5017,aestra gestao e negocios ltda
prestacao servicos conforme nf 490 aestra gestao e negocios ltda valor 340.00 d,5017,aestra gestao e negocios ltda
recebimento 490 aestra gestao e negocios ltda 11 valor 340.00 c,5017,aestra gestao e negocios ltda
prestacao servicos conforme nf 503 aestra gestao e negocios ltda valor 340.00 d,5017,aestra gestao e negocios ltda
recebimento 503 aestra gestao e negocios ltda 11 valor 340.00 c,5017,aestra gestao e negocios ltda
prestacao servicos conforme nf 518 aestra gestao e negocios ltda valor 340.00 d,5017,aestra gestao e negocios ltda
recebimento 518 aestra gestao e negocios ltda 11 valor 340.00 c,5017,aestra gestao e negocios ltda
prestacao servicos conforme nf 438 nion acessoria valor 340.00 d,5018,nion acessoria
recebimento 438 nion acessoria 11 valor 340.00 c,5018,nion acessoria
prestacao servicos conforme nf 448 nion acessoria valor 340.00 d,5018,nion acessoria
recebimento 448 nion acessoria 11 valor 340.00 c,5018,nion acessoria
prestacao servicos conforme nf 460 nion acessoria valor 340.00 d,5018,nion acessoria
recebimento 460 nion acessoria 11 valor 340.00 c,5018,nion acessoria
prestacao servicos conforme nf 475 nion acessoria valor 340.00 d,5018,nion acessoria
prestacao servicos conforme nf 479 nion acessoria valor 195.00 d,5018,nion acessoria
recebimento 479 nion acessoria 11 valor 195.00 c,5018,nion acessoria
recebimento 475 nion acessoria 11 valor 340.00 c,5018,nion acessoria
prestacao servicos conforme nf 491 nion acessoria valor 340.00 d,5018,nion acessoria
recebimento 491 nion acessoria 11 valor 340.00 c,5018,nion acessoria
prestacao servicos conforme nf 504 nion acessoria valor 340.00 d,5018,nion acessoria
recebimento 504 nion acessoria 11 valor 340.00 c,5018,nion acessoria
prestacao servicos conforme nf 519 nion acessoria valor 340.00 d,5018,nion acessoria
recebimento 519 nion acessoria 11 valor 340.00 c,5018,nion acessoria
prestacao servicos conforme nf 496 vetter empreendimentos ltda valor 285.00 d,5019,vetter empreendimentos ltda
prestacao servicos conforme nf 510 vetter empreendimentos ltda valor 670.00 d,5019,vetter empreendimentos ltda
recebimento 496 vetter empreendimentos ltda 11 valor 285.00 c,5019,vetter empreendimentos ltda
recebimento 510 vetter empreendimentos ltda 11 valor 670.00 c,5019,vetter empreendimentos ltda
prestacao servicos conforme nf 524 vetter empreendimentos ltda valor 450.00 d,5019,vetter empreendimentos ltda
prestacao servicos conforme nf 525 vetter empreendimentos ltda valor 35.00 d,5019,vetter empreendimentos ltda
prestacao servicos conforme nf 439 new plan construtora ltda valor 1180.00 d,5021,new plan construtora ltda
recebimento 439 new plan construtora ltda 11 valor 1180.00 c,5021,new plan construtora ltda
prestacao servicos conforme nf 449 new plan construtora ltda valor 1180.00 d,5021,new plan construtora ltda
recebimento 449 new plan construtora ltda 11 valor 1180.00 c,5021,new plan construtora ltda
prestacao servicos conforme nf 461 new plan construtora ltda valor 1180.00 d,5021,new plan construtora ltda
prestacao servicos conforme nf 462 new plan construtora ltda valor 632.00 d,5021,new plan construtora ltda
recebimento 462 new plan construtora ltda 11 valor 632.00 c,5021,new plan construtora ltda
recebimento 461 new plan construtora ltda 11 valor 1180.00 c,5021,new plan construtora ltda
prestacao servicos conforme nf 476 new plan construtora ltda valor 1180.00 d,5021,new plan construtora ltda
recebimento 476 new plan construtora ltda 11 valor 1180.00 c,5021,new plan construtora ltda
prestacao servicos conforme nf 492 new plan construtora ltda valor 1180.00 d,5021,new plan construtora ltda
recebimento 492 new plan construtora ltda 11 valor 1180.00 c,5021,new plan construtora ltda
prestacao servicos conforme nf 505 new plan construtora ltda valor 1180.00 d,5021,new plan construtora ltda
recebimento 505 new plan construtora ltda 11 valor 1180.00 c,5021,new plan construtora ltda
prestacao servicos conforme nf 520 new plan construtora ltda valor 1180.00 d,5021,new plan construtora ltda
prestacao servicos conforme nf 523 new plan construtora ltda valor 794.00 d,5021,new plan construtora ltda
recebimento 523 new plan construtora ltda 11 valor 794.00 c,5021,new plan construtora ltda
recebimento 520 new plan construtora ltda 11 valor 1180.00 c,5021,new plan construtora ltda
prestacao servicos conforme nf 440 agencia marketing aurea ltda valor 2600.00 d,5022,agencia marketing aurea ltda
