17/01/2025,,,,,TRANSFERÊNCIA ENTRE CONTAS,,,,,,,,,,5074,,"2,950.00",,,,"6,950.00d",,,,,,"8,576.43d",,
30/01/2025,,,,,AJUSTE SALDO ,,,,,,,,,,5,,,,"15,479.09",,"8,529.09c",,,,,,"6,902.66c",,
14/02/2025,,,,,TRANSFERÊNCIA ENTRE CONTAS,,,,,,,,,,5074,,"2,000.00",,,,"2,000.00d",,,,,,"4,902.66c",,
24/02/2025,,,,,TRANSFERÊNCIA ENTRE CONTAS,,,,,,,,,,5074,,"5,000.00",,,,"7,000.00d",,,,,,97.34d,,
05/03/2025,,,,,PAGAMENTO COMPRA MASTERCARD,,,,,,,,,,513,,,,7.00,,7.00c,,,,,,90.34d,,
11/03/2025,,,,,PAGAMENTO DÉB.CONV.DEMAIS EMPRESAS ,,,,,,,,,,628,,,,155.00,,162.00c,,,,,,64.66c,,
17/03/2025,,,,,PAGAMENTO UNIFIQUE,,,,,,,,,,555,,,,181.37,,343.37c,,,,,,246.03c,,
17/03/2025,,,,,PAGAMENTO UNIFIQUE,,,,,,,,,,555,,,,38.49,,381.86c,,,,,,284.52c,,
20/03/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,60.00,,441.86c,,,,,,344.52c,,
21/03/2025,,,,,PAGAMENTO COMPRA MASTERCARD,,,,,,,,,,513,,,,7.00,,448.86c,,,,,,351.52c,,
24/03/2025,,,,,TRANSFERÊNCIA ENTRE CONTAS,,,,,,,,,,5074,,"2,233.00",,,,"1,784.14d",,,,,,"1,881.48d",,
27/03/2025,,,,,PAGAMENTO COMPRA MASTERCARD,,,,,,,,,,513,,,,50.00,,"1,734.14d",,,,,,"1,831.48d",,
04/04/2025,,,,,TRANSFERÊNCIA ENTRE CONTAS,,,,,,,,,,5074,,280.13,,,,280.13d,,,,,,"2,111.61d",,
11/04/2025,,,,,PAGAMENTO  DÉB.CONV.DEMAIS EMPRESAS,,,,,,,,,,628,,,,485.19,,205.06c,,,,,,"1,626.42d",,
15/04/2025,,,,,PAGAMENTO UNIFIQUE,,,,,,,,,,555,,,,181.37,,386.43c,,,,,,"1,445.05d",,
15/04/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,683,,,,38.49,,424.92c,,,,,,"1,406.56d",,
22/04/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,683,,,,60.00,,484.92c,,,,,,"1,346.56d",,
29/04/2025,,,,,PAGAMENTO COMPRA MASTERCARD,,,,,,,,,,513,,,,"1,127.30",,"1,612.22c",,,,,,219.26d,,
22/05/2025,,,,,TRANSFERÊNCIA ENTRE CONTAS,,,,,,,,,,5074,,16.00,,,,16.00d,,,,,,235.26d,,
03/06/2025,,,,,TRANSFERÊNCIA ENTRE CONTAS,,,,,,,,,,5074,,131.02,,,,131.02d,,,,,,366.28d,,
30/06/2025,,,,,AJUSTE DE SALDO ,,,,,,,,,,,,,,366.28,,235.26c,,,,,,0.00,,
Conta:,,5075,,,,,-,,1.1.1.02.0017,,,,EFÍ BANK,,,,,,,,,,,,,,,,
,,,,,SALDO ANTERIOR,,,,,,,,,,,,,,,,,,,,,,"6,573.72d",,
02/01/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,637.53,,,,637.53d,,,,,,"7,211.25d",,
02/01/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,250.37,,,,887.90d,,,,,,"7,461.62d",,
02/01/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,988.05,,,,"1,875.95d",,,,,,"8,449.67d",,
02/01/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"1,872.00d",,,,,,"8,445.72d",,
02/01/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"1,868.05d",,,,,,"8,441.77d",,
02/01/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"1,864.10d",,,,,,"8,437.82d",,
03/01/2025,,,,,TRANSFERÊNCIA ENTRE CONTAS ,,,,,,,,,,5074,,,,"8,000.00",,"6,135.90c",,,,,,437.82d,,
06/01/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,582.15,,,,"5,553.75c",,,,,,"1,019.97d",,
06/01/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,500.00,,,,"5,053.75c",,,,,,"1,519.97d",,
06/01/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,927.91,,,,"4,125.84c",,,,,,"2,447.88d",,
06/01/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"4,129.79c",,,,,,"2,443.93d",,
06/01/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"4,133.74c",,,,,,"2,439.98d",,
06/01/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"4,137.69c",,,,,,"2,436.03d",,
07/01/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,"1,962.01",,,,"2,175.68c",,,,,,"4,398.04d",,
07/01/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,"3,500.00",,,,"1,324.32d",,,,,,"7,898.04d",,
07/01/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,"1,380.00",,,,"2,704.32d",,,,,,"9,278.04d",,
07/01/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"2,700.37d",,,,,,"9,274.09d",,
07/01/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"2,696.42d",,,,,,"9,270.14d",,
07/01/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"2,692.47d",,,,,,"9,266.19d",,
08/01/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,900.00,,,,"3,592.47d",,,,,,"10,166.19d",,
08/01/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"3,588.52d",,,,,,"10,162.24d",,
09/01/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,"1,393.89",,,,"4,982.41d",,,,,,"11,556.13d",,
09/01/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"4,978.46d",,,,,,"11,552.18d",,
10/01/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5,,"3,600.00",,,,"8,578.46d",,,,,,"15,152.18d",,
10/01/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,"1,297.74",,,,"9,876.20d",,,,,,"16,449.92d",,
10/01/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,"1,926.46",,,,"11,802.66d",,,,,,"18,376.38d",,
10/01/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,"1,100.00",,,,"12,902.66d",,,,,,"19,476.38d",,
10/01/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,180.00,,,,"13,082.66d",,,,,,"19,656.38d",,
10/01/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,155.68,,,,"13,238.34d",,,,,,"19,812.06d",,
10/01/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"13,234.39d",,,,,,"19,808.11d",,
10/01/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"13,230.44d",,,,,,"19,804.16d",,
10/01/2025,,,,,TRANSFERÊNCIA ENTRE CONTAS ,,,,,,,,,,5074,,,,"15,000.00",,"1,769.56c",,,,,,"4,804.16d",,
10/01/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"1,773.51c",,,,,,"4,800.21d",,
10/01/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"1,777.46c",,,,,,"4,796.26d",,
10/01/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"1,781.41c",,,,,,"4,792.31d",,
10/01/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"1,785.36c",,,,,,"4,788.36d",,
13/01/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,700.00,,,,"1,085.36c",,,,,,"5,488.36d",,
13/01/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,100.00,,,,985.36c,,,,,,"5,588.36d",,
13/01/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,"1,003.13",,,,17.77d,,,,,,"6,591.49d",,
13/01/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,"1,320.96",,,,"1,338.73d",,,,,,"7,912.45d",,
13/01/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,333.11,,,,"1,671.84d",,,,,,"8,245.56d",,
13/01/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,737.04,,,,"2,408.88d",,,,,,"8,982.60d",,
13/01/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,100.00,,,,"2,508.88d",,,,,,"9,082.60d",,
13/01/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"2,504.93d",,,,,,"9,078.65d",,
13/01/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"2,500.98d",,,,,,"9,074.70d",,
13/01/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"2,497.03d",,,,,,"9,070.75d",,
13/01/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"2,493.08d",,,,,,"9,066.80d",,
13/01/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"2,489.13d",,,,,,"9,062.85d",,
13/01/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"2,485.18d",,,,,,"9,058.90d",,
13/01/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"2,481.23d",,,,,,"9,054.95d",,
14/01/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,450.00,,,,"2,931.23d",,,,,,"9,504.95d",,
14/01/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,"2,450.00",,,,"5,381.23d",,,,,,"11,954.95d",,
14/01/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"5,377.28d",,,,,,"11,951.00d",,
14/01/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"5,373.33d",,,,,,"11,947.05d",,
14/01/2025,,,,,TRANSFERÊNCIA ENTRE CONTAS ,,,,,,,,,,5074,,,,"10,000.00",,"4,626.67c",,,,,,"1,947.05d",,
15/01/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,"1,995.61",,,,"2,631.06c",,,,,,"3,942.66d",,
15/01/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,184.49,,,,"2,446.57c",,,,,,"4,127.15d",,
15/01/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,204.99,,,,"2,241.58c",,,,,,"4,332.14d",,
15/01/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,"1,780.00",,,,461.58c,,,,,,"6,112.14d",,
15/01/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,"2,717.07",,,,"2,255.49d",,,,,,"8,829.21d",,
15/01/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"2,251.54d",,,,,,"8,825.26d",,
15/01/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"2,247.59d",,,,,,"8,821.31d",,
15/01/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"2,243.64d",,,,,,"8,817.36d",,
15/01/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"2,239.69d",,,,,,"8,813.41d",,
15/01/2025,,,,,TRANSFERÊNCIA ENTRE CONTAS ,,,,,,,,,,5074,,,,"5,000.00",,"2,760.31c",,,,,,"3,813.41d",,
15/01/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"2,764.26c",,,,,,"3,809.46d",,
16/01/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,380.00,,,,"2,384.26c",,,,,,"4,189.46d",,
16/01/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,"1,100.02",,,,"1,284.24c",,,,,,"5,289.48d",,
16/01/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,519.83,,,,764.41c,,,,,,"5,809.31d",,
16/01/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,"3,208.58",,,,"2,444.17d",,,,,,"9,017.89d",,
16/01/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,290.00,,,,"2,734.17d",,,,,,"9,307.89d",,
16/01/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,"2,066.26",,,,"4,800.43d",,,,,,"11,374.15d",,
16/01/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,600.00,,,,"5,400.43d",,,,,,"11,974.15d",,
16/01/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,594.00,,,,"5,994.43d",,,,,,"12,568.15d",,
16/01/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,"1,362.90",,,,"7,357.33d",,,,,,"13,931.05d",,
16/01/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,121.00,,,,"7,478.33d",,,,,,"14,052.05d",,
16/01/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,195.02,,,,"7,673.35d",,,,,,"14,247.07d",,
16/01/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,"3,337.83",,,,"11,011.18d",,,,,,"17,584.90d",,
16/01/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"11,007.23d",,,,,,"17,580.95d",,
16/01/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"11,003.28d",,,,,,"17,577.00d",,
16/01/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"10,999.33d",,,,,,"17,573.05d",,
16/01/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"10,995.38d",,,,,,"17,569.10d",,
16/01/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"10,991.43d",,,,,,"17,565.15d",,
16/01/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"10,987.48d",,,,,,"17,561.20d",,
16/01/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"10,983.53d",,,,,,"17,557.25d",,
16/01/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"10,979.58d",,,,,,"17,553.30d",,
16/01/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"10,975.63d",,,,,,"17,549.35d",,
16/01/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"10,971.68d",,,,,,"17,545.40d",,
16/01/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"10,967.73d",,,,,,"17,541.45d",,
16/01/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"10,963.78d",,,,,,"17,537.50d",,
17/01/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,70.00,,,,"11,033.78d",,,,,,"17,607.50d",,
17/01/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"11,029.83d",,,,,,"17,603.55d",,
18/01/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,"1,302.39",,,,"12,332.22d",,,,,,"18,905.94d",,
18/01/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"12,328.27d",,,,,,"18,901.99d",,
20/01/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,157.70,,,,"12,485.97d",,,,,,"19,059.69d",,
20/01/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,295.00,,,,"12,780.97d",,,,,,"19,354.69d",,
20/01/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"12,777.02d",,,,,,"19,350.74d",,
20/01/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"12,773.07d",,,,,,"19,346.79d",,
20/01/2025,,,,,TRANSFERÊNCIA ENTRE CONTAS ,,,,,,,,,,5074,,,,"15,000.00",,"2,226.93c",,,,,,"4,346.79d",,
21/01/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,"1,624.46",,,,602.47c,,,,,,"5,971.25d",,
21/01/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,"3,320.96",,,,"2,718.49d",,,,,,"9,292.21d",,
21/01/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,"1,500.00",,,,"4,218.49d",,,,,,"10,792.21d",,
21/01/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,"3,176.32",,,,"7,394.81d",,,,,,"13,968.53d",,
21/01/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,"1,530.10",,,,"8,924.91d",,,,,,"15,498.63d",,
21/01/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,150.00,,,,"9,074.91d",,,,,,"15,648.63d",,
21/01/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,703.12,,,,"9,778.03d",,,,,,"16,351.75d",,
21/01/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"9,774.08d",,,,,,"16,347.80d",,
21/01/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"9,770.13d",,,,,,"16,343.85d",,
21/01/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"9,766.18d",,,,,,"16,339.90d",,
21/01/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"9,762.23d",,,,,,"16,335.95d",,
21/01/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"9,758.28d",,,,,,"16,332.00d",,
21/01/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"9,754.33d",,,,,,"16,328.05d",,
21/01/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"9,750.38d",,,,,,"16,324.10d",,
22/01/2025,,,,,TRANSFERÊNCIA ENTRE CONTAS ,,,,,,,,,,5074,,,,"15,000.00",,"5,249.62c",,,,,,"1,324.10d",,
23/01/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,"2,615.90",,,,"2,633.72c",,,,,,"3,940.00d",,
23/01/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,"1,345.18",,,,"1,288.54c",,,,,,"5,285.18d",,
23/01/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,759.19,,,,529.35c,,,,,,"6,044.37d",,
23/01/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,250.00,,,,279.35c,,,,,,"6,294.37d",,
23/01/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,283.30c,,,,,,"6,290.42d",,
23/01/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,287.25c,,,,,,"6,286.47d",,
23/01/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,291.20c,,,,,,"6,282.52d",,
23/01/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,295.15c,,,,,,"6,278.57d",,
24/01/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,565.06,,,,269.91d,,,,,,"6,843.63d",,
24/01/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,"1,995.61",,,,"2,265.52d",,,,,,"8,839.24d",,
24/01/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,580.00,,,,"2,845.52d",,,,,,"9,419.24d",,
24/01/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"2,841.57d",,,,,,"9,415.29d",,
24/01/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"2,837.62d",,,,,,"9,411.34d",,
24/01/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"2,833.67d",,,,,,"9,407.39d",,
27/01/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,150.00,,,,"2,983.67d",,,,,,"9,557.39d",,
27/01/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,"1,050.57",,,,"4,034.24d",,,,,,"10,607.96d",,
27/01/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,815.30,,,,"4,849.54d",,,,,,"11,423.26d",,
27/01/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,250.00,,,,"5,099.54d",,,,,,"11,673.26d",,
27/01/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,891.00,,,,"5,990.54d",,,,,,"12,564.26d",,
27/01/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,"1,010.97",,,,"7,001.51d",,,,,,"13,575.23d",,
27/01/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,200.00,,,,"7,201.51d",,,,,,"13,775.23d",,
27/01/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,900.00,,,,"8,101.51d",,,,,,"14,675.23d",,
27/01/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,500.00,,,,"8,601.51d",,,,,,"15,175.23d",,
27/01/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"8,597.56d",,,,,,"15,171.28d",,
27/01/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"8,593.61d",,,,,,"15,167.33d",,
27/01/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"8,589.66d",,,,,,"15,163.38d",,
27/01/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"8,585.71d",,,,,,"15,159.43d",,
27/01/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"8,581.76d",,,,,,"15,155.48d",,
27/01/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"8,577.81d",,,,,,"15,151.53d",,
27/01/2025,,,,,TRANSFERÊNCIA ENTRE CONTAS ,,,,,,,,,,5074,,,,"10,000.00",,"1,422.19c",,,,,,"5,151.53d",,
27/01/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"1,426.14c",,,,,,"5,147.58d",,
27/01/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"1,430.09c",,,,,,"5,143.63d",,
27/01/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"1,434.04c",,,,,,"5,139.68d",,
28/01/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,222.85,,,,"1,211.19c",,,,,,"5,362.53d",,
28/01/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,770.06,,,,441.13c,,,,,,"6,132.59d",,
28/01/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,300.00,,,,141.13c,,,,,,"6,432.59d",,
28/01/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,982.09,,,,840.96d,,,,,,"7,414.68d",,
28/01/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,200.00,,,,"1,040.96d",,,,,,"7,614.68d",,
28/01/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,739.69,,,,"1,780.65d",,,,,,"8,354.37d",,
28/01/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,637.53,,,,"2,418.18d",,,,,,"8,991.90d",,
28/01/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,358.73,,,,"2,776.91d",,,,,,"9,350.63d",,
28/01/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,300.00,,,,"3,076.91d",,,,,,"9,650.63d",,
28/01/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"3,072.96d",,,,,,"9,646.68d",,
28/01/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"3,069.01d",,,,,,"9,642.73d",,
28/01/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"3,065.06d",,,,,,"9,638.78d",,
28/01/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"3,061.11d",,,,,,"9,634.83d",,
28/01/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"3,057.16d",,,,,,"9,630.88d",,
28/01/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"3,053.21d",,,,,,"9,626.93d",,
28/01/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"3,049.26d",,,,,,"9,622.98d",,
28/01/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"3,045.31d",,,,,,"9,619.03d",,
28/01/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"3,041.36d",,,,,,"9,615.08d",,
29/01/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,210.00,,,,"3,251.36d",,,,,,"9,825.08d",,
29/01/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,158.84,,,,"3,410.20d",,,,,,"9,983.92d",,
29/01/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,504,,"1,314.10",,,,"4,724.30d",,,,,,"11,298.02d",,
29/01/2025,,,,,REFERENTE A TARIFAS E ENCARGOS ,,,,,,,,,,628,,,,3.95,,"4,720.35d",,,,,,"11,294.07d",,
